day,vehicles_generated_day,session,assignment,connection_minute,full_minute,disconnection_minute,connection_timestamp,full_timestamp,disconnection_timestamp,energy_kwh
213,35,1,5,855,976,1051,2023-08-01 14:15:00,2023-08-01 16:16:00,2023-08-01 17:31:00,14.0
213,35,2,1,379,762,932,2023-08-01 06:19:00,2023-08-01 12:42:00,2023-08-01 15:32:00,22.0
213,35,3,0,460,629,943,2023-08-01 07:40:00,2023-08-01 10:29:00,2023-08-01 15:43:00,6.0
213,35,4,5,778,905,1129,2023-08-01 12:58:00,2023-08-01 15:05:00,2023-08-01 18:49:00,9.0
213,35,5,5,825,943,1004,2023-08-01 13:45:00,2023-08-01 15:43:00,2023-08-01 16:44:00,0.0
213,35,6,1,388,682,924,2023-08-01 06:28:00,2023-08-01 11:22:00,2023-08-01 15:24:00,3.0
213,35,7,4,483,592,756,2023-08-01 08:03:00,2023-08-01 09:52:00,2023-08-01 12:36:00,4.0
213,35,8,2,425,700,865,2023-08-01 07:05:00,2023-08-01 11:40:00,2023-08-01 14:25:00,11.0
213,35,9,1,535,887,995,2023-08-01 08:55:00,2023-08-01 14:47:00,2023-08-01 16:35:00,16.0
213,35,10,2,451,652,986,2023-08-01 07:31:00,2023-08-01 10:52:00,2023-08-01 16:26:00,17.0
213,35,11,0,492,630,989,2023-08-01 08:12:00,2023-08-01 10:30:00,2023-08-01 16:29:00,7.0
213,35,12,4,435,562,686,2023-08-01 07:15:00,2023-08-01 09:22:00,2023-08-01 11:26:00,4.0
213,35,13,0,539,611,1039,2023-08-01 08:59:00,2023-08-01 10:11:00,2023-08-01 17:19:00,6.0
213,35,14,1,459,846,875,2023-08-01 07:39:00,2023-08-01 14:06:00,2023-08-01 14:35:00,27.0
213,35,15,4,503,703,766,2023-08-01 08:23:00,2023-08-01 11:43:00,2023-08-01 12:46:00,7.0
213,35,16,2,524,838,941,2023-08-01 08:44:00,2023-08-01 13:58:00,2023-08-01 15:41:00,16.0
213,35,17,4,457,611,788,2023-08-01 07:37:00,2023-08-01 10:11:00,2023-08-01 13:08:00,5.0
213,35,18,1,513,948,955,2023-08-01 08:33:00,2023-08-01 15:48:00,2023-08-01 15:55:00,29.0
213,35,19,2,405,716,909,2023-08-01 06:45:00,2023-08-01 11:56:00,2023-08-01 15:09:00,9.0
213,35,20,0,433,575,1014,2023-08-01 07:13:00,2023-08-01 09:35:00,2023-08-01 16:54:00,7.0
213,35,21,2,499,686,934,2023-08-01 08:19:00,2023-08-01 11:26:00,2023-08-01 15:34:00,9.0
213,35,22,4,512,647,796,2023-08-01 08:32:00,2023-08-01 10:47:00,2023-08-01 13:16:00,5.0
213,35,23,2,559,648,1148,2023-08-01 09:19:00,2023-08-01 10:48:00,2023-08-01 19:08:00,9.0
213,35,24,1,617,902,1101,2023-08-01 10:17:00,2023-08-01 15:02:00,2023-08-01 18:21:00,33.0
213,35,25,1,553,906,1041,2023-08-01 09:13:00,2023-08-01 15:06:00,2023-08-01 17:21:00,15.0
213,35,26,2,476,711,998,2023-08-01 07:56:00,2023-08-01 11:51:00,2023-08-01 16:38:00,15.0
213,35,27,4,440,558,753,2023-08-01 07:20:00,2023-08-01 09:18:00,2023-08-01 12:33:00,10.0
213,35,28,4,504,603,720,2023-08-01 08:24:00,2023-08-01 10:03:00,2023-08-01 12:00:00,4.0
213,35,29,2,529,677,923,2023-08-01 08:49:00,2023-08-01 11:17:00,2023-08-01 15:23:00,9.0
213,35,30,2,485,613,1063,2023-08-01 08:05:00,2023-08-01 10:13:00,2023-08-01 17:43:00,12.0
213,35,31,2,532,771,937,2023-08-01 08:52:00,2023-08-01 12:51:00,2023-08-01 15:37:00,15.0
213,35,32,2,499,706,1037,2023-08-01 08:19:00,2023-08-01 11:46:00,2023-08-01 17:17:00,8.0
213,35,33,3,385,986,992,2023-08-01 06:25:00,2023-08-01 16:26:00,2023-08-01 16:32:00,19.0
213,35,34,1,657,995,1187,2023-08-01 10:57:00,2023-08-01 16:35:00,2023-08-01 19:47:00,26.0
213,35,35,1,469,913,1083,2023-08-01 07:49:00,2023-08-01 15:13:00,2023-08-01 18:03:00,24.0
214,25,1,2,497,712,1109,2023-08-02 08:17:00,2023-08-02 11:52:00,2023-08-02 18:29:00,9.0
214,25,2,1,497,733,1154,2023-08-02 08:17:00,2023-08-02 12:13:00,2023-08-02 19:14:00,10.0
214,25,3,4,514,652,666,2023-08-02 08:34:00,2023-08-02 10:52:00,2023-08-02 11:06:00,6.0
214,25,4,4,561,689,783,2023-08-02 09:21:00,2023-08-02 11:29:00,2023-08-02 13:03:00,5.0
214,25,5,1,386,745,978,2023-08-02 06:26:00,2023-08-02 12:25:00,2023-08-02 16:18:00,21.0
214,25,6,2,412,649,1009,2023-08-02 06:52:00,2023-08-02 10:49:00,2023-08-02 16:49:00,12.0
214,25,7,0,443,573,1101,2023-08-02 07:23:00,2023-08-02 09:33:00,2023-08-02 18:21:00,8.0
214,25,8,2,472,678,997,2023-08-02 07:52:00,2023-08-02 11:18:00,2023-08-02 16:37:00,13.0
214,25,9,1,594,988,1257,2023-08-02 09:54:00,2023-08-02 16:28:00,2023-08-02 20:57:00,6.0
214,25,10,3,775,979,992,2023-08-02 12:55:00,2023-08-02 16:19:00,2023-08-02 16:32:00,3.0
214,25,11,5,767,950,1112,2023-08-02 12:47:00,2023-08-02 15:50:00,2023-08-02 18:32:00,10.0
214,25,12,5,853,942,974,2023-08-02 14:13:00,2023-08-02 15:42:00,2023-08-02 16:14:00,5.0
214,25,13,0,415,531,1080,2023-08-02 06:55:00,2023-08-02 08:51:00,2023-08-02 18:00:00,8.0
214,25,14,1,439,847,1053,2023-08-02 07:19:00,2023-08-02 14:07:00,2023-08-02 17:33:00,5.0
214,25,15,2,510,819,994,2023-08-02 08:30:00,2023-08-02 13:39:00,2023-08-02 16:34:00,18.0
214,25,16,2,400,662,941,2023-08-02 06:40:00,2023-08-02 11:02:00,2023-08-02 15:41:00,16.0
214,25,17,5,766,982,1082,2023-08-02 12:46:00,2023-08-02 16:22:00,2023-08-02 18:02:00,5.0
214,25,18,0,443,601,877,2023-08-02 07:23:00,2023-08-02 10:01:00,2023-08-02 14:37:00,3.0
214,25,19,0,520,629,987,2023-08-02 08:40:00,2023-08-02 10:29:00,2023-08-02 16:27:00,5.0
214,25,20,3,528,986,996,2023-08-02 08:48:00,2023-08-02 16:26:00,2023-08-02 16:36:00,7.0
214,25,21,2,597,721,1038,2023-08-02 09:57:00,2023-08-02 12:01:00,2023-08-02 17:18:00,12.0
214,25,22,1,557,906,1040,2023-08-02 09:17:00,2023-08-02 15:06:00,2023-08-02 17:20:00,26.0
214,25,23,0,522,648,924,2023-08-02 08:42:00,2023-08-02 10:48:00,2023-08-02 15:24:00,6.0
214,25,24,4,510,638,751,2023-08-02 08:30:00,2023-08-02 10:38:00,2023-08-02 12:31:00,9.0
214,25,25,4,694,799,920,2023-08-02 11:34:00,2023-08-02 13:19:00,2023-08-02 15:20:00,9.0
215,30,1,0,547,611,1021,2023-08-03 09:07:00,2023-08-03 10:11:00,2023-08-03 17:01:00,3.0
215,30,2,2,574,781,993,2023-08-03 09:34:00,2023-08-03 13:01:00,2023-08-03 16:33:00,9.0
215,30,3,0,583,689,1019,2023-08-03 09:43:00,2023-08-03 11:29:00,2023-08-03 16:59:00,9.0
215,30,4,1,603,903,1044,2023-08-03 10:03:00,2023-08-03 15:03:00,2023-08-03 17:24:00,49.0
215,30,5,1,437,750,932,2023-08-03 07:17:00,2023-08-03 12:30:00,2023-08-03 15:32:00,9.0
215,30,6,2,415,599,902,2023-08-03 06:55:00,2023-08-03 09:59:00,2023-08-03 15:02:00,6.0
215,30,7,0,452,525,965,2023-08-03 07:32:00,2023-08-03 08:45:00,2023-08-03 16:05:00,6.0
215,30,8,1,480,854,946,2023-08-03 08:00:00,2023-08-03 14:14:00,2023-08-03 15:46:00,21.0
215,30,9,1,531,826,953,2023-08-03 08:51:00,2023-08-03 13:46:00,2023-08-03 15:53:00,1.0
215,30,10,3,635,961,982,2023-08-03 10:35:00,2023-08-03 16:01:00,2023-08-03 16:22:00,17.0
215,30,11,2,539,764,1049,2023-08-03 08:59:00,2023-08-03 12:44:00,2023-08-03 17:29:00,18.0
215,30,12,2,336,639,907,2023-08-03 05:36:00,2023-08-03 10:39:00,2023-08-03 15:07:00,10.0
215,30,13,1,524,939,970,2023-08-03 08:44:00,2023-08-03 15:39:00,2023-08-03 16:10:00,26.0
215,30,14,2,527,749,1125,2023-08-03 08:47:00,2023-08-03 12:29:00,2023-08-03 18:45:00,14.0
215,30,15,1,528,841,1072,2023-08-03 08:48:00,2023-08-03 14:01:00,2023-08-03 17:52:00,18.0
215,30,16,0,500,574,1014,2023-08-03 08:20:00,2023-08-03 09:34:00,2023-08-03 16:54:00,6.0
215,30,17,2,507,788,848,2023-08-03 08:27:00,2023-08-03 13:08:00,2023-08-03 14:08:00,15.0
215,30,18,3,537,871,884,2023-08-03 08:57:00,2023-08-03 14:31:00,2023-08-03 14:44:00,22.0
215,30,19,2,491,710,1040,2023-08-03 08:11:00,2023-08-03 11:50:00,2023-08-03 17:20:00,12.0
215,30,20,0,591,720,1003,2023-08-03 09:51:00,2023-08-03 12:00:00,2023-08-03 16:43:00,6.0
215,30,21,3,484,654,668,2023-08-03 08:04:00,2023-08-03 10:54:00,2023-08-03 11:08:00,9.0
215,30,22,2,533,788,877,2023-08-03 08:53:00,2023-08-03 13:08:00,2023-08-03 14:37:00,6.0
215,30,23,1,644,1084,1096,2023-08-03 10:44:00,2023-08-03 18:04:00,2023-08-03 18:16:00,37.0
215,30,24,3,789,926,944,2023-08-03 13:09:00,2023-08-03 15:26:00,2023-08-03 15:44:00,8.0
215,30,25,2,515,791,964,2023-08-03 08:35:00,2023-08-03 13:11:00,2023-08-03 16:04:00,6.0
215,30,26,4,407,512,560,2023-08-03 06:47:00,2023-08-03 08:32:00,2023-08-03 09:20:00,11.0
215,30,27,4,473,588,749,2023-08-03 07:53:00,2023-08-03 09:48:00,2023-08-03 12:29:00,7.0
215,30,28,4,412,600,736,2023-08-03 06:52:00,2023-08-03 10:00:00,2023-08-03 12:16:00,2.0
215,30,29,2,523,724,956,2023-08-03 08:43:00,2023-08-03 12:04:00,2023-08-03 15:56:00,9.0
215,30,30,0,490,628,944,2023-08-03 08:10:00,2023-08-03 10:28:00,2023-08-03 15:44:00,5.0
216,32,1,2,497,740,962,2023-08-04 08:17:00,2023-08-04 12:20:00,2023-08-04 16:02:00,8.0
216,32,2,2,420,651,821,2023-08-04 07:00:00,2023-08-04 10:51:00,2023-08-04 13:41:00,16.0
216,32,3,5,807,953,1146,2023-08-04 13:27:00,2023-08-04 15:53:00,2023-08-04 19:06:00,4.0
216,32,4,3,582,954,956,2023-08-04 09:42:00,2023-08-04 15:54:00,2023-08-04 15:56:00,6.0
216,32,5,0,506,621,991,2023-08-04 08:26:00,2023-08-04 10:21:00,2023-08-04 16:31:00,2.0
216,32,6,2,574,830,1065,2023-08-04 09:34:00,2023-08-04 13:50:00,2023-08-04 17:45:00,10.0
216,32,7,4,469,536,645,2023-08-04 07:49:00,2023-08-04 08:56:00,2023-08-04 10:45:00,5.0
216,32,8,0,520,655,832,2023-08-04 08:40:00,2023-08-04 10:55:00,2023-08-04 13:52:00,8.0
216,32,9,2,496,716,916,2023-08-04 08:16:00,2023-08-04 11:56:00,2023-08-04 15:16:00,16.0
216,32,10,3,594,1164,1191,2023-08-04 09:54:00,2023-08-04 19:24:00,2023-08-04 19:51:00,16.0
216,32,11,2,474,639,1093,2023-08-04 07:54:00,2023-08-04 10:39:00,2023-08-04 18:13:00,6.0
216,32,12,2,360,552,930,2023-08-04 06:00:00,2023-08-04 09:12:00,2023-08-04 15:30:00,12.0
216,32,13,3,680,948,964,2023-08-04 11:20:00,2023-08-04 15:48:00,2023-08-04 16:04:00,11.0
216,32,14,2,468,759,881,2023-08-04 07:48:00,2023-08-04 12:39:00,2023-08-04 14:41:00,6.0
216,32,15,2,491,702,1028,2023-08-04 08:11:00,2023-08-04 11:42:00,2023-08-04 17:08:00,1.0
216,32,16,2,556,789,834,2023-08-04 09:16:00,2023-08-04 13:09:00,2023-08-04 13:54:00,13.0
216,32,17,0,493,557,1001,2023-08-04 08:13:00,2023-08-04 09:17:00,2023-08-04 16:41:00,6.0
216,32,18,2,505,732,1087,2023-08-04 08:25:00,2023-08-04 12:12:00,2023-08-04 18:07:00,15.0
216,32,19,0,474,634,904,2023-08-04 07:54:00,2023-08-04 10:34:00,2023-08-04 15:04:00,4.0
216,32,20,0,483,617,889,2023-08-04 08:03:00,2023-08-04 10:17:00,2023-08-04 14:49:00,4.0
216,32,21,2,555,622,1059,2023-08-04 09:15:00,2023-08-04 10:22:00,2023-08-04 17:39:00,9.0
216,32,22,2,573,739,1069,2023-08-04 09:33:00,2023-08-04 12:19:00,2023-08-04 17:49:00,14.0
216,32,23,3,693,863,864,2023-08-04 11:33:00,2023-08-04 14:23:00,2023-08-04 14:24:00,5.0
216,32,24,5,830,912,1012,2023-08-04 13:50:00,2023-08-04 15:12:00,2023-08-04 16:52:00,16.0
216,32,25,2,685,895,1086,2023-08-04 11:25:00,2023-08-04 14:55:00,2023-08-04 18:06:00,20.0
216,32,26,2,584,893,1052,2023-08-04 09:44:00,2023-08-04 14:53:00,2023-08-04 17:32:00,17.0
216,32,27,2,570,782,1103,2023-08-04 09:30:00,2023-08-04 13:02:00,2023-08-04 18:23:00,15.0
216,32,28,0,477,575,1041,2023-08-04 07:57:00,2023-08-04 09:35:00,2023-08-04 17:21:00,4.0
216,32,29,0,502,669,986,2023-08-04 08:22:00,2023-08-04 11:09:00,2023-08-04 16:26:00,4.0
216,32,30,2,707,941,1163,2023-08-04 11:47:00,2023-08-04 15:41:00,2023-08-04 19:23:00,12.0
216,32,31,2,411,663,984,2023-08-04 06:51:00,2023-08-04 11:03:00,2023-08-04 16:24:00,12.0
216,32,32,4,535,653,735,2023-08-04 08:55:00,2023-08-04 10:53:00,2023-08-04 12:15:00,7.0
217,9,1,1,521,876,964,2023-08-05 08:41:00,2023-08-05 14:36:00,2023-08-05 16:04:00,20.0
217,9,2,4,449,511,599,2023-08-05 07:29:00,2023-08-05 08:31:00,2023-08-05 09:59:00,8.0
217,9,3,2,484,706,927,2023-08-05 08:04:00,2023-08-05 11:46:00,2023-08-05 15:27:00,17.0
217,9,4,2,473,726,984,2023-08-05 07:53:00,2023-08-05 12:06:00,2023-08-05 16:24:00,14.0
217,9,5,1,672,830,995,2023-08-05 11:12:00,2023-08-05 13:50:00,2023-08-05 16:35:00,25.0
217,9,6,4,509,576,710,2023-08-05 08:29:00,2023-08-05 09:36:00,2023-08-05 11:50:00,11.0
217,9,7,2,514,665,1000,2023-08-05 08:34:00,2023-08-05 11:05:00,2023-08-05 16:40:00,8.0
217,9,8,4,560,687,873,2023-08-05 09:20:00,2023-08-05 11:27:00,2023-08-05 14:33:00,8.0
217,9,9,0,464,600,918,2023-08-05 07:44:00,2023-08-05 10:00:00,2023-08-05 15:18:00,4.0
218,8,1,2,473,740,759,2023-08-06 07:53:00,2023-08-06 12:20:00,2023-08-06 12:39:00,13.0
218,8,2,1,386,803,890,2023-08-06 06:26:00,2023-08-06 13:23:00,2023-08-06 14:50:00,3.0
218,8,3,2,481,697,1097,2023-08-06 08:01:00,2023-08-06 11:37:00,2023-08-06 18:17:00,16.0
218,8,4,0,540,657,986,2023-08-06 09:00:00,2023-08-06 10:57:00,2023-08-06 16:26:00,3.0
218,8,5,5,821,907,1110,2023-08-06 13:41:00,2023-08-06 15:07:00,2023-08-06 18:30:00,10.0
218,8,6,0,402,499,917,2023-08-06 06:42:00,2023-08-06 08:19:00,2023-08-06 15:17:00,5.0
218,8,7,2,498,748,912,2023-08-06 08:18:00,2023-08-06 12:28:00,2023-08-06 15:12:00,6.0
218,8,8,4,543,703,708,2023-08-06 09:03:00,2023-08-06 11:43:00,2023-08-06 11:48:00,8.0
219,26,1,5,751,790,1038,2023-08-07 12:31:00,2023-08-07 13:10:00,2023-08-07 17:18:00,3.0
219,26,2,4,490,585,692,2023-08-07 08:10:00,2023-08-07 09:45:00,2023-08-07 11:32:00,7.0
219,26,3,1,467,935,1048,2023-08-07 07:47:00,2023-08-07 15:35:00,2023-08-07 17:28:00,27.0
219,26,4,1,435,925,971,2023-08-07 07:15:00,2023-08-07 15:25:00,2023-08-07 16:11:00,14.0
219,26,5,2,599,824,1093,2023-08-07 09:59:00,2023-08-07 13:44:00,2023-08-07 18:13:00,8.0
219,26,6,4,589,751,836,2023-08-07 09:49:00,2023-08-07 12:31:00,2023-08-07 13:56:00,5.0
219,26,7,0,521,556,939,2023-08-07 08:41:00,2023-08-07 09:16:00,2023-08-07 15:39:00,9.0
219,26,8,2,396,650,898,2023-08-07 06:36:00,2023-08-07 10:50:00,2023-08-07 14:58:00,17.0
219,26,9,2,456,773,804,2023-08-07 07:36:00,2023-08-07 12:53:00,2023-08-07 13:24:00,7.0
219,26,10,2,435,668,837,2023-08-07 07:15:00,2023-08-07 11:08:00,2023-08-07 13:57:00,11.0
219,26,11,2,540,838,903,2023-08-07 09:00:00,2023-08-07 13:58:00,2023-08-07 15:03:00,10.0
219,26,12,5,806,943,1134,2023-08-07 13:26:00,2023-08-07 15:43:00,2023-08-07 18:54:00,4.0
219,26,13,4,501,587,663,2023-08-07 08:21:00,2023-08-07 09:47:00,2023-08-07 11:03:00,10.0
219,26,14,5,697,826,893,2023-08-07 11:37:00,2023-08-07 13:46:00,2023-08-07 14:53:00,0.0
219,26,15,4,439,573,708,2023-08-07 07:19:00,2023-08-07 09:33:00,2023-08-07 11:48:00,5.0
219,26,16,3,500,954,962,2023-08-07 08:20:00,2023-08-07 15:54:00,2023-08-07 16:02:00,0.0
219,26,17,1,465,866,1004,2023-08-07 07:45:00,2023-08-07 14:26:00,2023-08-07 16:44:00,9.0
219,26,18,2,561,825,1121,2023-08-07 09:21:00,2023-08-07 13:45:00,2023-08-07 18:41:00,18.0
219,26,19,3,601,991,996,2023-08-07 10:01:00,2023-08-07 16:31:00,2023-08-07 16:36:00,12.0
219,26,20,1,475,824,927,2023-08-07 07:55:00,2023-08-07 13:44:00,2023-08-07 15:27:00,30.0
219,26,21,2,489,726,944,2023-08-07 08:09:00,2023-08-07 12:06:00,2023-08-07 15:44:00,9.0
219,26,22,4,446,567,693,2023-08-07 07:26:00,2023-08-07 09:27:00,2023-08-07 11:33:00,4.0
219,26,23,2,548,755,970,2023-08-07 09:08:00,2023-08-07 12:35:00,2023-08-07 16:10:00,13.0
219,26,24,4,533,712,801,2023-08-07 08:53:00,2023-08-07 11:52:00,2023-08-07 13:21:00,11.0
219,26,25,1,496,1100,1189,2023-08-07 08:16:00,2023-08-07 18:20:00,2023-08-07 19:49:00,11.0
219,26,26,2,518,727,1072,2023-08-07 08:38:00,2023-08-07 12:07:00,2023-08-07 17:52:00,11.0
220,30,1,0,520,691,1026,2023-08-08 08:40:00,2023-08-08 11:31:00,2023-08-08 17:06:00,5.0
220,30,2,0,433,635,1029,2023-08-08 07:13:00,2023-08-08 10:35:00,2023-08-08 17:09:00,5.0
220,30,3,1,568,910,1033,2023-08-08 09:28:00,2023-08-08 15:10:00,2023-08-08 17:13:00,10.0
220,30,4,5,864,1005,1037,2023-08-08 14:24:00,2023-08-08 16:45:00,2023-08-08 17:17:00,8.0
220,30,5,1,596,879,1128,2023-08-08 09:56:00,2023-08-08 14:39:00,2023-08-08 18:48:00,16.0
220,30,6,0,413,493,944,2023-08-08 06:53:00,2023-08-08 08:13:00,2023-08-08 15:44:00,7.0
220,30,7,2,524,809,966,2023-08-08 08:44:00,2023-08-08 13:29:00,2023-08-08 16:06:00,10.0
220,30,8,2,540,716,1026,2023-08-08 09:00:00,2023-08-08 11:56:00,2023-08-08 17:06:00,8.0
220,30,9,4,541,636,790,2023-08-08 09:01:00,2023-08-08 10:36:00,2023-08-08 13:10:00,9.0
220,30,10,2,620,863,1205,2023-08-08 10:20:00,2023-08-08 14:23:00,2023-08-08 20:05:00,10.0
220,30,11,4,580,737,782,2023-08-08 09:40:00,2023-08-08 12:17:00,2023-08-08 13:02:00,9.0
220,30,12,2,452,554,1258,2023-08-08 07:32:00,2023-08-08 09:14:00,2023-08-08 20:58:00,14.0
220,30,13,0,361,419,947,2023-08-08 06:01:00,2023-08-08 06:59:00,2023-08-08 15:47:00,6.0
220,30,14,4,447,585,669,2023-08-08 07:27:00,2023-08-08 09:45:00,2023-08-08 11:09:00,2.0
220,30,15,4,444,578,629,2023-08-08 07:24:00,2023-08-08 09:38:00,2023-08-08 10:29:00,8.0
220,30,16,0,397,497,980,2023-08-08 06:37:00,2023-08-08 08:17:00,2023-08-08 16:20:00,3.0
220,30,17,2,500,747,1042,2023-08-08 08:20:00,2023-08-08 12:27:00,2023-08-08 17:22:00,9.0
220,30,18,4,493,566,680,2023-08-08 08:13:00,2023-08-08 09:26:00,2023-08-08 11:20:00,11.0
220,30,19,2,547,844,989,2023-08-08 09:07:00,2023-08-08 14:04:00,2023-08-08 16:29:00,19.0
220,30,20,2,549,813,969,2023-08-08 09:09:00,2023-08-08 13:33:00,2023-08-08 16:09:00,10.0
220,30,21,5,699,950,1127,2023-08-08 11:39:00,2023-08-08 15:50:00,2023-08-08 18:47:00,12.0
220,30,22,1,535,961,1050,2023-08-08 08:55:00,2023-08-08 16:01:00,2023-08-08 17:30:00,25.0
220,30,23,2,432,719,829,2023-08-08 07:12:00,2023-08-08 11:59:00,2023-08-08 13:49:00,10.0
220,30,24,0,481,653,953,2023-08-08 08:01:00,2023-08-08 10:53:00,2023-08-08 15:53:00,6.0
220,30,25,2,507,709,1000,2023-08-08 08:27:00,2023-08-08 11:49:00,2023-08-08 16:40:00,11.0
220,30,26,1,623,943,1137,2023-08-08 10:23:00,2023-08-08 15:43:00,2023-08-08 18:57:00,7.0
220,30,27,0,451,597,1005,2023-08-08 07:31:00,2023-08-08 09:57:00,2023-08-08 16:45:00,7.0
220,30,28,5,721,890,947,2023-08-08 12:01:00,2023-08-08 14:50:00,2023-08-08 15:47:00,10.0
220,30,29,2,433,748,974,2023-08-08 07:13:00,2023-08-08 12:28:00,2023-08-08 16:14:00,12.0
220,30,30,4,485,697,740,2023-08-08 08:05:00,2023-08-08 11:37:00,2023-08-08 12:20:00,2.0
221,30,1,0,413,533,986,2023-08-09 06:53:00,2023-08-09 08:53:00,2023-08-09 16:26:00,3.0
221,30,2,2,411,638,1036,2023-08-09 06:51:00,2023-08-09 10:38:00,2023-08-09 17:16:00,14.0
221,30,3,0,479,589,969,2023-08-09 07:59:00,2023-08-09 09:49:00,2023-08-09 16:09:00,5.0
221,30,4,2,522,785,870,2023-08-09 08:42:00,2023-08-09 13:05:00,2023-08-09 14:30:00,17.0
221,30,5,2,521,730,1065,2023-08-09 08:41:00,2023-08-09 12:10:00,2023-08-09 17:45:00,12.0
221,30,6,2,476,655,855,2023-08-09 07:56:00,2023-08-09 10:55:00,2023-08-09 14:15:00,12.0
221,30,7,2,447,683,944,2023-08-09 07:27:00,2023-08-09 11:23:00,2023-08-09 15:44:00,4.0
221,30,8,1,570,890,1044,2023-08-09 09:30:00,2023-08-09 14:50:00,2023-08-09 17:24:00,23.0
221,30,9,1,432,868,928,2023-08-09 07:12:00,2023-08-09 14:28:00,2023-08-09 15:28:00,22.0
221,30,10,2,622,769,989,2023-08-09 10:22:00,2023-08-09 12:49:00,2023-08-09 16:29:00,12.0
221,30,11,0,534,605,1010,2023-08-09 08:54:00,2023-08-09 10:05:00,2023-08-09 16:50:00,4.0
221,30,12,5,649,778,1003,2023-08-09 10:49:00,2023-08-09 12:58:00,2023-08-09 16:43:00,10.0
221,30,13,2,369,700,890,2023-08-09 06:09:00,2023-08-09 11:40:00,2023-08-09 14:50:00,15.0
221,30,14,1,415,989,1031,2023-08-09 06:55:00,2023-08-09 16:29:00,2023-08-09 17:11:00,7.0
221,30,15,2,378,622,941,2023-08-09 06:18:00,2023-08-09 10:22:00,2023-08-09 15:41:00,9.0
221,30,16,2,529,690,971,2023-08-09 08:49:00,2023-08-09 11:30:00,2023-08-09 16:11:00,9.0
221,30,17,2,442,670,893,2023-08-09 07:22:00,2023-08-09 11:10:00,2023-08-09 14:53:00,22.0
221,30,18,1,566,1018,1108,2023-08-09 09:26:00,2023-08-09 16:58:00,2023-08-09 18:28:00,3.0
221,30,19,2,507,778,939,2023-08-09 08:27:00,2023-08-09 12:58:00,2023-08-09 15:39:00,14.0
221,30,20,4,386,514,788,2023-08-09 06:26:00,2023-08-09 08:34:00,2023-08-09 13:08:00,4.0
221,30,21,2,575,749,1054,2023-08-09 09:35:00,2023-08-09 12:29:00,2023-08-09 17:34:00,4.0
221,30,22,2,496,743,918,2023-08-09 08:16:00,2023-08-09 12:23:00,2023-08-09 15:18:00,9.0
221,30,23,4,451,618,840,2023-08-09 07:31:00,2023-08-09 10:18:00,2023-08-09 14:00:00,10.0
221,30,24,3,577,1063,1068,2023-08-09 09:37:00,2023-08-09 17:43:00,2023-08-09 17:48:00,14.0
221,30,25,5,714,940,1115,2023-08-09 11:54:00,2023-08-09 15:40:00,2023-08-09 18:35:00,12.0
221,30,26,4,527,620,753,2023-08-09 08:47:00,2023-08-09 10:20:00,2023-08-09 12:33:00,6.0
221,30,27,2,511,720,992,2023-08-09 08:31:00,2023-08-09 12:00:00,2023-08-09 16:32:00,15.0
221,30,28,1,430,916,1130,2023-08-09 07:10:00,2023-08-09 15:16:00,2023-08-09 18:50:00,36.0
221,30,29,2,425,703,1036,2023-08-09 07:05:00,2023-08-09 11:43:00,2023-08-09 17:16:00,13.0
221,30,30,2,609,796,1008,2023-08-09 10:09:00,2023-08-09 13:16:00,2023-08-09 16:48:00,10.0
222,35,1,3,346,1126,1157,2023-08-10 05:46:00,2023-08-10 18:46:00,2023-08-10 19:17:00,11.0
222,35,2,1,571,928,1069,2023-08-10 09:31:00,2023-08-10 15:28:00,2023-08-10 17:49:00,23.0
222,35,3,0,496,624,1002,2023-08-10 08:16:00,2023-08-10 10:24:00,2023-08-10 16:42:00,6.0
222,35,4,2,572,766,998,2023-08-10 09:32:00,2023-08-10 12:46:00,2023-08-10 16:38:00,4.0
222,35,5,4,593,688,790,2023-08-10 09:53:00,2023-08-10 11:28:00,2023-08-10 13:10:00,3.0
222,35,6,2,531,687,1221,2023-08-10 08:51:00,2023-08-10 11:27:00,2023-08-10 20:21:00,8.0
222,35,7,0,448,548,1066,2023-08-10 07:28:00,2023-08-10 09:08:00,2023-08-10 17:46:00,5.0
222,35,8,3,507,899,900,2023-08-10 08:27:00,2023-08-10 14:59:00,2023-08-10 15:00:00,19.0
222,35,9,2,394,655,932,2023-08-10 06:34:00,2023-08-10 10:55:00,2023-08-10 15:32:00,8.0
222,35,10,1,501,893,1001,2023-08-10 08:21:00,2023-08-10 14:53:00,2023-08-10 16:41:00,17.0
222,35,11,2,522,723,1049,2023-08-10 08:42:00,2023-08-10 12:03:00,2023-08-10 17:29:00,14.0
222,35,12,2,611,814,1012,2023-08-10 10:11:00,2023-08-10 13:34:00,2023-08-10 16:52:00,9.0
222,35,13,4,621,818,867,2023-08-10 10:21:00,2023-08-10 13:38:00,2023-08-10 14:27:00,3.0
222,35,14,2,610,831,1035,2023-08-10 10:10:00,2023-08-10 13:51:00,2023-08-10 17:15:00,10.0
222,35,15,1,563,1043,1238,2023-08-10 09:23:00,2023-08-10 17:23:00,2023-08-10 20:38:00,26.0
222,35,16,1,566,954,1137,2023-08-10 09:26:00,2023-08-10 15:54:00,2023-08-10 18:57:00,12.0
222,35,17,1,494,878,1020,2023-08-10 08:14:00,2023-08-10 14:38:00,2023-08-10 17:00:00,14.0
